Quantity,InvoiceDate,UnitPrice
4,9/22/2011 14:18,3.75
1,12/5/2011 17:17,2.46
1,12/10/2010 11:24,4.25
1,12/1/2010 11:21,1.25
1,4/27/2011 17:18,3.29
10,12/6/2011 13:27,2.08
4,11/21/2011 15:18,1.63
1,11/14/2011 15:22,16.63
24,10/24/2011 15:05,0.39
2,6/8/2011 17:59,0.83
1,2/9/2011 12:46,8.29
4,10/17/2011 9:55,2.46
12,11/28/2011 10:54,0.42
1,3/4/2011 9:46,4.95
5,7/4/2011 13:36,1.65
12,11/23/2011 16:47,1.25
-10,11/21/2011 13:25,6.65
3,11/21/2011 15:18,3.29
2,12/16/2010 11:35,5.95
2,5/8/2011 11:37,12.5
1,4/28/2011 13:17,4.25
1,7/4/2011 10:23,0.42
2,5/8/2011 13:32,1.69
1,3/23/2011 15:55,1.63
100,9/13/2011 13:21,1.79
2,11/28/2011 11:39,1.65
1,2/18/2011 16:12,4.13
6,12/1/2011 10:20,2.08
96,12/2/2011 10:07,2.46
3,12/9/2011 10:03,1.63
1,10/30/2011 12:39,9.95
1,3/15/2011 14:18,4.13
1,2/10/2011 16:52,4.95
8,6/29/2011 15:58,0.83
1,3/20/2011 13:28,5.95
25,5/25/2011 15:31,0.42
9,3/25/2011 12:34,15.0
3,11/9/2011 16:33,10.4
6,9/22/2011 15:40,2.89
2,5/16/2011 14:53,9.95
12,9/8/2011 12:56,1.65
3,8/1/2011 16:07,1.25
24,5/4/2011 11:00,3.95
12,3/1/2011 9:33,1.25
18,11/18/2011 17:06,4.15
54,11/4/2011 10:57,3.88
12,12/5/2010 15:21,0.85
4,9/1/2011 14:26,3.95
12,8/16/2011 8:58,1.25
1,7/10/2011 13:46,1.95
-5368,3/9/2011 17:25,0.0
2,1/24/2011 10:28,3.29
72,8/4/2011 12:36,0.36
1,1/12/2011 13:16,1.95
12,3/2/2011 8:41,1.45
4,11/10/2011 16:03,4.95
10,5/3/2011 8:40,0.85
12,5/17/2011 16:09,0.83
1,2/6/2011 11:29,2.95
1,10/4/2011 14:28,4.95
10,9/13/2011 11:34,2.1
1,12/1/2010 12:43,1.45
-1,5/31/2011 10:45,6.75
2,9/28/2011 16:13,2.46
6,4/7/2011 11:30,2.95
2,11/20/2011 15:36,1.65
1,7/20/2011 16:12,13.29
4,11/30/2011 14:17,0.29
1,2/4/2011 13:03,2.46
3,12/6/2010 17:26,3.75
3,11/8/2011 15:24,3.29
1,5/16/2011 17:13,0.42
4,5/11/2011 12:36,4.25
1,7/18/2011 10:49,1.95
29,7/24/2011 16:12,1.69
1,1/18/2011 15:00,13.29
4,7/22/2011 9:55,3.95
1,12/8/2011 13:50,0.29
1,6/21/2011 17:06,1.65
1,9/30/2011 12:30,12.5
1,8/30/2011 10:29,4.13
12,4/4/2011 12:05,4.95
3,6/2/2011 11:33,3.25
5,11/2/2011 13:13,2.08
1,1/19/2011 16:08,12.75
1,5/12/2011 18:55,1.25
2,5/6/2011 9:22,7.95
2,9/4/2011 14:22,8.25
4,4/10/2011 15:07,4.25
1,11/7/2011 15:40,0.95
1,7/5/2011 16:47,0.83
12,11/20/2011 11:34,1.25
1,10/24/2011 17:07,6.63
2,1/27/2011 11:30,3.29
2,2/10/2011 13:19,4.95
1,1/20/2011 16:59,0.85
8,11/4/2011 15:52,4.13
12,10/19/2011 10:59,1.25
6,11/28/2011 15:31,1.25
6,6/9/2011 16:08,1.65
4,10/31/2011 14:09,3.29
4,10/25/2011 12:11,4.15
3,10/23/2011 11:42,2.55
12,12/3/2010 14:40,0.42
2,1/13/2011 14:29,1.63
4,3/20/2011 10:17,3.75
12,4/21/2011 14:21,0.42
1,11/15/2011 17:02,0.0
2,12/1/2011 8:34,14.95
10,6/14/2011 17:25,12.75
12,3/30/2011 9:17,0.95
1,7/4/2011 10:23,1.63
1,11/9/2011 14:11,0.85
10,8/2/2011 9:29,0.85
8,7/5/2011 16:53,0.42
1,8/5/2011 16:19,0.42
10,3/8/2011 13:23,1.45
-2,10/5/2011 12:14,2.1
25,4/6/2011 15:31,0.42
25,3/28/2011 13:57,0.42
1,3/22/2011 9:30,3.29
3,8/12/2011 12:46,4.95
2,9/8/2011 12:42,2.95
3,8/26/2011 13:25,0.65
24,6/20/2011 8:23,1.25
1,1/12/2011 15:01,3.36
2,3/7/2011 17:14,2.46
1,10/26/2011 16:43,0.95
2,10/3/2011 16:14,3.29
2,5/19/2011 16:32,1.63
2,3/16/2011 15:45,1.25
6,6/20/2011 15:32,4.13
2,11/16/2011 15:16,0.83
12,11/18/2011 13:44,0.83
2,4/14/2011 19:15,19.95
1,6/23/2011 11:38,4.95
6,3/20/2011 11:33,0.85
1,10/31/2011 14:41,0.83
-48,8/4/2011 14:46,2.55
1,4/11/2011 16:56,1.25
2,1/5/2011 16:50,0.85
1,12/14/2010 15:54,5.91
25,6/1/2011 11:52,0.42
10,9/22/2011 10:26,1.25
8,1/10/2011 13:22,3.75
1,8/1/2011 17:37,1.25
6,11/10/2011 12:01,2.55
16,12/1/2011 15:56,3.39
10,9/25/2011 14:52,1.65
6,10/28/2011 8:58,2.95
100,2/18/2011 10:11,1.65
3,5/6/2011 13:31,2.1
1,10/24/2011 17:03,1.25
1,12/6/2010 9:58,4.21
4,9/20/2011 13:11,0.85
10,1/14/2011 10:42,1.95
1,10/3/2011 9:57,2.46
2,6/29/2011 14:20,0.85
2,9/12/2011 14:24,1.45
24,12/17/2010 13:29,1.25
1,6/7/2011 17:12,4.13
2,11/1/2011 12:25,1.65
2,7/21/2011 16:33,8.5
12,1/24/2011 13:48,2.1
1,7/29/2011 9:17,1.25
2,9/16/2011 15:07,7.65
20,10/31/2011 12:21,0.83
2,7/11/2011 14:04,4.95
1,10/5/2011 13:58,1.45
120,9/23/2011 12:36,0.42
1,2/27/2011 10:13,3.0
36,2/13/2011 13:52,0.75
2,5/27/2011 10:20,5.95
24,7/14/2011 9:10,0.85
1,12/21/2010 15:19,8.47
6,3/7/2011 14:51,2.55
6,1/7/2011 15:27,1.95
1,1/10/2011 10:58,0.55
1,8/28/2011 12:44,1.25
48,12/1/2010 10:47,2.1
6,9/27/2011 14:07,2.95
24,10/11/2011 11:34,0.19
5,11/13/2011 15:25,2.95
72,10/5/2011 12:13,0.12
1,1/13/2011 9:30,2.46
-1,3/28/2011 10:02,2.1
1,11/25/2011 11:54,4.95
3,9/1/2011 17:09,0.39
3,7/5/2011 16:53,4.13
1,12/6/2011 11:41,1.65
3,9/23/2011 13:44,4.95
24,4/4/2011 13:42,0.55
3,8/11/2011 13:34,0.65
4,5/22/2011 10:40,4.25
12,4/15/2011 13:16,1.25
3,12/1/2010 12:43,1.95
1,2/22/2011 16:13,2.1
1,11/27/2011 11:57,1.95
2,2/10/2011 9:21,19.95
24,9/9/2011 15:53,4.25
1,11/21/2011 14:34,1.69
4,3/10/2011 13:28,7.95
500,6/9/2011 19:33,0.04
12,6/13/2011 14:16,0.85
24,8/1/2011 17:37,1.25
12,3/30/2011 14:23,2.55
6,10/11/2011 11:55,4.95
3,5/8/2011 12:00,1.65
1,11/3/2011 13:50,1.45
75,11/22/2011 17:21,0.42
12,10/2/2011 14:47,0.65
1,9/13/2011 16:05,3.29
3,3/24/2011 12:53,0.55
20,11/9/2011 15:02,0.65
4,6/13/2011 12:36,4.15
1,9/1/2011 11:22,3.95
2,2/4/2011 13:03,1.63
12,5/4/2011 13:13,0.95
2,3/20/2011 13:33,10.75
12,9/1/2011 14:26,1.45
1,6/24/2011 15:45,5.79
28,4/18/2011 14:27,0.83
1,2/17/2011 12:42,2.95
6,10/7/2011 10:50,2.1
2,12/17/2010 17:08,5.91
6,12/8/2011 9:20,2.46
1,10/21/2011 12:56,1.25
15,11/21/2011 15:57,0.39
2,8/28/2011 12:31,1.25
1,11/30/2011 11:30,4.95
6,11/13/2011 10:35,2.95
208,2/7/2011 15:37,3.86
10,10/4/2011 13:35,2.08
9,5/23/2011 15:25,1.63
1,3/29/2011 15:20,4.13
12,6/20/2011 8:23,0.65
2,11/29/2011 12:52,2.95
3,12/1/2011 16:22,2.46
24,12/6/2010 12:55,0.85
4,11/10/2011 14:28,3.75
24,12/7/2010 11:30,1.65
11,8/30/2011 10:36,0.83
12,11/18/2011 14:40,2.08
9,12/9/2011 10:26,4.13
12,4/15/2011 11:06,2.95
1,1/31/2011 9:09,16.63
6,1/23/2011 12:08,2.95
6,6/30/2011 16:22,4.25
1,12/5/2011 17:28,4.13
18,12/9/2011 10:03,0.42
2,11/29/2011 11:22,1.65
2,1/18/2011 17:34,1.63
-1,8/9/2011 9:41,14.95
2,11/28/2011 13:37,2.1
8,7/18/2011 11:59,0.85
2,10/30/2011 14:53,8.25
20,1/24/2011 11:39,6.75
12,9/16/2011 11:27,0.42
1,7/27/2011 15:16,3.29
1,11/20/2011 12:53,0.85
24,1/28/2011 9:09,0.55
13,1/4/2011 13:25,1.66
8,12/2/2010 18:27,1.65
4,10/18/2011 13:15,2.08
2,8/8/2011 15:34,2.46
6,11/8/2011 15:24,0.83
40,10/27/2011 10:51,0.83
1,9/29/2011 12:16,2.1
12,1/17/2011 16:06,1.65
6,12/8/2011 9:28,0.83
1,11/20/2011 14:43,1.25
2,11/27/2011 15:38,2.1
-1,2/1/2011 10:49,2.95
4,12/8/2011 10:26,40.0
2,5/8/2011 12:44,3.75
1,2/22/2011 15:46,4.25
24,12/3/2010 17:20,0.85
3,9/25/2011 12:46,4.15
6,6/22/2011 14:21,4.95
62,5/17/2011 14:46,2.46
20,11/23/2011 15:44,5.35
3,8/25/2011 14:21,4.95
1,4/19/2011 11:33,3.29
1,9/23/2011 12:38,2.55
4,2/1/2011 13:15,4.95
2,10/14/2011 12:53,5.95
48,1/10/2011 15:51,0.29
2,10/27/2011 13:44,18.0
3,3/30/2011 12:00,9.95
7,7/12/2011 13:30,24.96
1,4/5/2011 15:00,1.95
10,11/27/2011 15:59,1.65
4,3/10/2011 11:52,1.65
4,8/25/2011 15:18,2.1
-1,7/27/2011 14:51,3.75
2,12/14/2010 11:26,2.95
2,11/24/2011 9:26,10.79
24,3/20/2011 13:33,0.85
1,6/2/2011 17:26,9.96
25,8/24/2011 10:45,0.42
12,9/8/2011 10:08,1.65
6,5/22/2011 12:49,2.1
3,10/10/2011 9:56,3.29
24,11/7/2011 8:26,0.29
25,4/4/2011 9:55,0.42
1,12/8/2010 14:25,0.85
1,11/11/2011 13:06,1.63
6,8/25/2011 10:26,2.1
-1,8/18/2011 6:26,9.95
100,5/12/2011 14:46,1.45
1,2/7/2011 12:29,2.46
2,9/22/2011 14:42,2.95
12,10/19/2011 10:36,1.25
2,12/14/2010 15:56,5.06
12,11/29/2011 13:46,4.95
1,11/18/2011 13:43,0.55
-12,7/14/2011 11:41,0.65
2,12/13/2010 9:35,11.02
6,11/4/2011 14:06,0.85
36,7/5/2011 15:12,1.25
6,11/11/2011 14:52,2.89
4,7/11/2011 16:21,1.65
6,5/20/2011 12:38,2.95
2,9/28/2011 15:42,2.55
1,1/6/2011 14:27,9.34
1,1/19/2011 10:09,1.95
-12,12/1/2010 10:24,1.65
4,12/9/2010 14:08,2.95
1,5/13/2011 16:19,1.63
8,2/14/2011 9:24,2.95
-6,10/6/2011 20:08,1.45
1,5/9/2011 16:30,3.29
1,4/26/2011 9:50,122.5
12,10/17/2011 11:27,0.85
1,11/22/2011 10:41,8.29
4,12/5/2011 17:09,0.39
1,3/14/2011 11:44,7.95
1,7/21/2011 12:14,8.5
1,3/17/2011 18:15,3.29
3,11/9/2011 16:14,0.83
1,5/8/2011 12:58,1.95
2,11/4/2011 14:35,2.95
4,10/2/2011 13:26,1.25
1,7/14/2011 16:46,16.63
24,3/24/2011 9:21,2.55
36,12/20/2010 13:21,1.25
12,8/25/2011 18:45,1.25
1,9/9/2011 10:42,0.42
24,8/5/2011 11:00,0.55
12,12/5/2011 8:39,1.25
6,8/23/2011 13:35,2.95
8,5/8/2011 16:10,2.25
10,3/8/2011 9:23,1.95
1,11/22/2011 11:58,2.08
5,6/1/2011 13:07,2.95
25,11/22/2011 14:21,0.55
3,11/3/2011 12:45,1.65
3,12/1/2011 19:54,5.95
10,12/7/2011 10:35,2.46
6,1/25/2011 13:55,2.95
1,8/30/2011 14:09,2.1
2,9/30/2011 13:40,2.08
2,12/7/2011 12:41,1.65
16,10/12/2011 8:56,0.65
9,7/26/2011 17:27,1.45
48,11/30/2011 13:50,4.95
1,1/4/2011 14:12,4.95
6,7/6/2011 14:17,2.95
24,5/6/2011 9:14,1.25
-1,5/26/2011 19:56,7.95
24,10/21/2011 9:20,0.55
7,7/6/2011 13:56,2.08
2,10/6/2011 12:23,8.5
3,1/20/2011 18:08,0.83
1,7/28/2011 16:06,1.25
24,9/27/2011 10:04,0.42
2,10/10/2011 15:39,0.39
144,6/7/2011 9:44,0.65
24,9/11/2011 14:29,4.15
25,10/12/2011 12:42,0.42
4,12/2/2011 10:08,8.29
5,11/9/2011 16:28,0.39
8,6/10/2011 14:46,3.95
3,2/14/2011 15:23,4.95
48,7/4/2011 12:58,4.95
24,6/19/2011 11:44,1.25
4,8/16/2011 10:03,5.45
1,5/5/2011 15:42,10.79
4,3/16/2011 15:45,2.1
2,5/13/2011 15:53,0.83
1,12/9/2010 14:09,14.43
1,12/6/2010 9:58,2.51
1,7/17/2011 15:11,2.25
2,9/13/2011 15:37,4.95
72,6/28/2011 8:45,1.65
36,4/1/2011 10:10,1.65
24,5/19/2011 14:35,0.42
6,3/2/2011 14:43,2.95
1,3/4/2011 12:12,50.0
1,12/3/2010 12:11,2.1
12,1/24/2011 14:24,1.25
6,11/4/2011 14:49,2.55
1,11/13/2011 11:44,0.19
1,7/18/2011 10:17,82.21
1,1/24/2011 14:16,1.49
1,8/28/2011 11:55,0.55
2,9/11/2011 14:15,3.75
11,3/30/2011 16:41,0.0
12,12/6/2010 8:42,1.25
25,11/9/2011 11:04,0.42
1,4/18/2011 15:26,3.29
6,11/2/2011 11:49,2.95
1,3/29/2011 13:44,1.25
20,2/1/2011 9:38,1.95
1,10/17/2011 9:55,5.79
-1,3/18/2011 10:37,5.95
4,10/13/2011 15:15,2.55
10,6/28/2011 12:16,1.95
24,6/6/2011 9:13,0.55
2,7/31/2011 10:38,0.42
1,10/17/2011 13:57,3.75
1,1/9/2011 14:36,2.1
48,11/16/2011 13:25,0.42
1,11/28/2011 12:14,0.85
1,10/25/2011 15:19,5.75
10,11/18/2011 10:58,2.08
4,4/15/2011 15:58,8.25
1,12/9/2011 10:26,20.79
100,6/10/2011 12:19,0.72
10,7/24/2011 12:18,1.65
1,6/10/2011 13:23,4.13
12,11/24/2011 11:19,0.42
12,6/17/2011 10:12,7.65
4,7/15/2011 16:06,2.08
1,11/17/2011 11:29,3.75
48,6/13/2011 16:25,0.72
2,6/2/2011 19:50,1.25
2,3/9/2011 15:20,9.95
4,6/10/2011 11:36,7.95
24,1/7/2011 10:32,0.29
11,7/21/2011 9:31,4.13
1,10/11/2011 14:21,1.65
24,7/28/2011 11:22,2.95
3,10/30/2011 14:33,2.08
1,9/2/2011 13:41,1.45
4,11/11/2011 13:06,0.42
2,12/2/2011 12:52,2.08
1,11/29/2011 16:23,3.75
3,3/14/2011 8:21,12.75
24,1/25/2011 13:26,0.21
3,9/9/2011 12:42,3.75
2,6/9/2011 18:41,4.15
24,10/18/2011 12:17,0.55
1,7/7/2011 16:30,2.46
3,9/1/2011 16:46,1.95
12,2/13/2011 12:17,1.25
24,8/31/2011 10:06,1.65
25,10/25/2011 15:21,0.42
1,8/30/2011 10:47,4.15
20,9/16/2011 9:24,2.08
2,12/8/2011 12:28,8.25
1,5/3/2011 10:41,3.75
12,5/6/2011 15:01,1.25
12,10/7/2011 13:34,1.65
110,10/6/2011 10:52,1.79
12,9/15/2011 12:03,1.25
1,7/24/2011 16:15,6.65
24,12/15/2010 12:05,1.25
2,6/27/2011 15:27,2.46
4,9/5/2011 12:00,0.39
3,1/19/2011 14:50,4.95
1,10/31/2011 13:11,2.95
5,3/8/2011 15:34,2.46
2,10/27/2011 13:33,4.95
25,1/7/2011 12:28,0.42
6,5/27/2011 14:29,1.95
-1,8/18/2011 6:39,3.75
1,6/7/2011 17:13,3.29
6,1/28/2011 15:45,3.75
10,6/3/2011 11:42,0.85
6,4/8/2011 11:33,2.55
4,1/18/2011 13:38,1.95
2,11/1/2011 14:29,1.95
2,10/19/2011 16:59,2.46
12,9/2/2011 14:56,2.1
10,6/16/2011 17:08,2.08
4,4/4/2011 10:29,3.75
24,11/6/2011 16:07,1.25
8,4/14/2011 14:14,0.65
11,9/13/2011 11:14,0.42
1,12/8/2011 10:53,2.46
12,4/12/2011 12:02,1.65
25,10/3/2011 9:30,0.42
1,11/1/2011 15:40,12.75
1,1/5/2011 11:30,1.28
6,2/15/2011 17:02,0.85
6,9/13/2011 12:18,1.25
6,12/7/2011 10:24,4.25
-37,8/12/2011 11:35,0.0
2,11/6/2011 14:02,8.95
10,8/1/2011 14:57,2.08
12,2/24/2011 9:32,1.95
4,1/4/2011 13:50,4.95
12,7/14/2011 11:20,1.25
1,8/11/2011 17:35,4.95
6,5/27/2011 12:23,4.15
10,9/25/2011 12:32,2.08
24,9/2/2011 9:43,1.25
3,11/23/2011 13:39,1.63
12,2/8/2011 13:28,1.25
12,10/3/2011 9:57,0.83
19,9/11/2011 12:15,0.63
1,12/21/2010 15:20,2.13
2,12/15/2010 10:48,7.95
2,5/25/2011 11:12,3.75
48,9/14/2011 9:38,0.65
6,9/22/2011 12:15,4.95
3,3/4/2011 9:46,1.45
1,4/21/2011 18:10,1.25
1,9/13/2011 13:29,2.46
1,6/13/2011 15:30,4.13
6,4/26/2011 16:40,2.95
1,11/11/2011 9:05,9.96
4,12/6/2011 14:35,0.85
1,11/22/2011 15:41,10.79
2,11/28/2011 15:54,8.29
6,1/10/2011 11:59,5.95
-1,2/10/2011 16:22,295.0
12,7/21/2011 15:14,5.95
1,12/20/2010 10:14,4.21
1,11/25/2011 14:25,8.29
4,11/27/2011 15:59,0.42
2,7/25/2011 17:11,1.63
1,2/10/2011 15:55,5.79
24,9/15/2011 11:20,1.95
12,11/6/2011 14:38,2.08
5,9/18/2011 12:40,0.38
1,7/21/2011 12:14,3.75
3,7/13/2011 16:07,2.46
3,1/7/2011 13:55,3.36
1,5/10/2011 13:26,2.95
10,9/16/2011 15:09,1.65
2,12/8/2011 12:07,2.1
2,12/9/2010 16:27,3.36
2,6/6/2011 12:06,0.65
3,2/28/2011 16:47,1.25
10,4/28/2011 13:18,0.85
160,11/23/2011 12:48,2.55
3,7/7/2011 16:30,0.83
1,11/28/2011 15:31,1.63
48,11/8/2011 15:45,1.25
1,5/27/2011 13:53,3.95
1,12/9/2011 10:03,2.46
6,1/12/2011 15:00,2.95
6,9/23/2011 13:11,1.25
1,12/10/2010 12:20,0.85
7,10/28/2011 14:38,1.95
12,9/22/2011 18:07,1.25
2,3/3/2011 16:34,4.95
1,7/20/2011 16:12,2.46
10,4/12/2011 14:04,1.65
6,10/7/2011 15:38,5.95
1,8/5/2011 16:34,10.79
1,1/26/2011 16:01,4.13
2,3/27/2011 10:54,7.95
10,11/11/2011 10:29,2.08
1,7/26/2011 14:27,12.75
3,8/15/2011 15:06,1.65
6,1/16/2011 16:10,2.95
15,7/4/2011 16:18,1.63
4,10/23/2011 11:42,1.69
1,5/23/2011 14:19,4.13
1,11/13/2011 12:31,1.25
1,5/18/2011 16:14,20.79
16,9/23/2011 9:44,1.25
1,3/10/2011 13:58,3.25
4,2/20/2011 12:14,0.85
6,1/10/2011 14:57,1.25
4,11/22/2011 15:41,2.46
2,11/27/2011 12:47,3.75
1,5/10/2011 12:53,4.15
1,5/17/2011 15:36,4.13
10,8/22/2011 10:42,1.65
3,10/28/2011 13:00,0.79
1,1/11/2011 12:30,6.75
2,3/22/2011 9:43,8.5
1,12/6/2010 16:57,3.36
1,5/16/2011 13:47,2.95
1,9/25/2011 12:16,4.95
-9,1/5/2011 12:02,1.45
2,5/15/2011 13:14,12.75
4,12/14/2010 14:40,1.25
2,3/3/2011 12:41,1.65
1,12/6/2010 9:58,13.57
16,9/29/2011 15:58,1.25
4,10/24/2011 17:06,2.46
4,10/9/2011 12:20,4.25
1,12/7/2010 14:31,2.95
24,11/4/2011 14:19,0.85
1,7/22/2011 9:20,10.79
36,11/6/2011 12:38,1.65
1,7/11/2011 16:21,7.46
1,4/15/2011 10:38,6.25
2,1/25/2011 13:55,1.45
1,7/13/2011 12:18,9.95
8,1/28/2011 14:25,2.08
48,12/7/2011 15:16,1.45
1,12/8/2011 9:28,5.79
2,11/9/2011 12:34,1.65
1,11/15/2011 17:00,4.13
1,12/3/2010 11:28,4.21
10,11/30/2011 14:42,2.1
4,5/9/2011 10:38,12.75
16,9/9/2011 13:44,0.42
1,12/2/2011 12:52,2.95
1,6/14/2011 11:36,2.08
1,1/5/2011 15:57,7.95
1,5/6/2011 15:54,24.96
1,11/25/2011 13:45,8.5
1,3/23/2011 15:55,4.96
1,11/14/2011 14:24,3.75
4,12/15/2010 14:29,2.1
3,12/5/2011 16:03,0.21
12,11/4/2011 15:18,1.25
5,10/16/2011 15:27,1.65
12,10/10/2011 12:37,1.45
8,12/13/2010 15:37,3.75
2,6/14/2011 11:53,2.95
12,9/15/2011 14:58,2.08
1,5/11/2011 14:12,2.08
24,3/1/2011 9:35,0.55
24,12/14/2010 14:42,1.65
4,2/20/2011 14:21,2.95
6,8/3/2011 9:09,2.95
12,3/11/2011 9:07,0.42
6,10/5/2011 8:17,1.65
1,6/1/2011 17:18,5.79
1,6/16/2011 19:59,6.95
2,11/27/2011 12:47,1.69
3,11/14/2011 14:09,0.65
12,11/21/2011 15:53,1.45
10,9/28/2011 14:57,2.08
6,7/6/2011 12:18,1.65
2,12/17/2010 15:14,7.95
10,7/15/2011 15:28,2.08
3,12/15/2010 14:29,3.45
2,12/3/2010 11:36,0.85
6,3/2/2011 14:39,0.85
2,4/21/2011 18:06,3.29
2,11/22/2011 11:47,12.5
24,2/16/2011 16:31,0.29
1,7/20/2011 11:55,4.95
6,2/13/2011 12:41,1.65
2,12/20/2010 15:03,1.28
6,11/1/2011 14:29,1.25
2,10/23/2011 12:26,8.25
24,3/23/2011 13:59,1.25
1,2/20/2011 13:06,0.95
24,11/22/2011 11:14,2.1
1,11/10/2011 14:59,2.08
2,6/29/2011 15:03,1.45
12,11/18/2011 12:53,0.38
15,5/31/2011 15:53,0.42
1,11/27/2011 16:02,3.29
8,12/15/2010 10:17,3.75
6,11/13/2011 12:03,1.25
6,2/23/2011 11:32,2.95
12,11/6/2011 14:17,1.95
12,11/24/2011 10:39,0.85
1,2/7/2011 12:29,0.83
24,7/29/2011 12:03,0.29
10,11/9/2011 16:03,1.65
1,1/10/2011 16:25,11.87
25,11/17/2011 10:01,0.42
8,12/1/2011 15:05,4.25
2,7/10/2011 16:29,1.65
2,1/11/2011 15:42,2.95
1,1/10/2011 10:58,1.25
12,6/21/2011 13:58,2.55
4,5/4/2011 8:40,4.15
4,11/3/2011 11:32,8.25
48,1/23/2011 16:17,1.45
-2,3/3/2011 12:11,7.95
3,9/21/2011 14:40,0.42
1,11/9/2011 9:34,12.75
16,3/8/2011 12:57,8.5
4,10/19/2011 14:40,3.75
576,12/15/2010 11:53,0.1
7,11/27/2011 13:18,2.46
1,12/17/2010 14:54,1.66
10,6/3/2011 11:59,0.85
2,11/3/2011 19:50,1.25
1,10/18/2011 14:00,2.25
12,4/12/2011 10:05,0.42
24,6/8/2011 16:34,1.65
1,4/10/2011 13:26,1.65
2,9/12/2011 12:20,12.75
2,8/11/2011 14:54,6.95
10,11/2/2011 8:44,1.25
2,2/2/2011 17:06,4.65
1,7/5/2011 17:09,2.46
72,10/18/2011 7:56,0.29
1,2/21/2011 11:35,1.25
25,5/24/2011 13:46,0.42
12,11/2/2011 14:52,1.25
2,7/21/2011 12:14,1.25
7,11/8/2011 18:29,1.63
12,6/2/2011 9:37,1.45
1,4/26/2011 9:50,2.46
6,11/17/2011 14:17,2.1
12,9/7/2011 10:23,0.85
2,11/6/2011 14:17,1.69
1,4/17/2011 11:04,0.55
5,12/23/2010 16:06,2.95
12,10/6/2011 14:37,1.25
2,12/3/2010 11:36,3.36
10,2/25/2011 14:25,1.65
2,12/3/2010 11:13,8.47
1,2/18/2011 16:12,4.13
2,3/17/2011 12:47,1.45
2,11/6/2011 16:13,0.42
2,4/6/2011 16:47,8.5
1,12/10/2010 13:50,8.95
3,11/23/2011 12:36,2.95
10,9/13/2011 14:53,2.08
1,9/25/2011 12:34,3.75
6,9/23/2011 9:26,2.95
3,8/28/2011 12:16,1.25
48,11/30/2011 14:05,0.42
2,11/9/2011 16:14,1.25
6,12/2/2010 13:44,2.1
2,12/3/2010 12:11,2.95
12,3/22/2011 14:24,0.42
4,11/20/2011 15:36,4.95
3,10/27/2011 20:07,1.95
4,1/21/2011 14:58,4.13
1,8/14/2011 10:49,0.42
24,12/13/2010 9:52,1.25
12,4/12/2011 10:38,7.65
-9,9/23/2011 14:42,0.0
12,12/1/2010 12:43,0.42
6,11/27/2011 13:26,0.42
2,2/8/2011 12:12,6.63
2,9/14/2011 15:54,13.29
1,4/26/2011 9:48,8.29
1,1/21/2011 17:09,7.46
-1,8/24/2011 10:54,9.95
24,10/20/2011 9:28,0.19
24,8/1/2011 11:23,0.39
1,4/11/2011 13:41,0.42
4,9/22/2011 15:51,3.25
2,12/1/2010 14:32,2.98
4,10/3/2011 11:36,3.75
4,9/13/2011 11:32,1.63
6,4/19/2011 9:49,2.95
4,6/30/2011 19:52,1.95
1,7/5/2011 16:47,2.46
24,9/4/2011 14:22,1.25
1,1/14/2011 10:16,1.63
2,11/27/2011 11:12,1.65
5,11/9/2011 11:33,1.25
1,8/2/2011 12:31,1.25
1,10/26/2011 16:57,1.45
6,5/22/2011 14:29,2.95
1,3/27/2011 12:21,1.65
1,3/7/2011 14:51,3.25
1,5/24/2011 15:58,7.46
4,10/17/2011 12:22,0.65
1,5/25/2011 12:28,12.5
6,12/1/2010 17:06,0.43
1,11/14/2011 14:59,0.39
1,12/12/2010 13:26,2.1
12,5/3/2011 13:36,1.25
12,10/17/2011 11:27,0.85
12,9/15/2011 14:05,1.65
1,12/8/2010 12:35,2.95
1,6/16/2011 16:31,8.29
4,4/3/2011 15:22,0.85
1,12/17/2010 17:17,6.35
4,7/4/2011 16:18,0.79
19,12/14/2010 15:29,3.36
24,3/15/2011 13:13,1.49
12,7/22/2011 10:00,1.45
6,12/8/2011 9:20,4.13
1,11/11/2011 12:13,2.95
1,12/5/2011 17:28,5.79
1,9/14/2011 15:54,0.83
6,10/5/2011 16:09,2.89
6,12/7/2011 13:53,0.65
1,11/11/2011 12:04,0.85
2,7/13/2011 13:14,1.25
3,4/4/2011 15:54,2.46
-3,11/22/2011 10:59,2.95
12,4/1/2011 8:56,1.65
6,3/23/2011 16:45,1.25
1,8/30/2011 10:36,2.46
1,10/31/2011 14:41,2.46
2,12/4/2011 11:00,0.83
2,1/14/2011 9:52,7.95
6,8/11/2011 13:39,2.95
1,11/11/2011 10:50,3.25
1,9/18/2011 12:40,0.85
3,7/11/2011 16:59,1.65
1,11/13/2011 12:28,0.83
2,12/8/2010 12:17,2.1
326,11/14/2011 17:55,6.95
2,4/5/2011 14:12,4.95
10,6/30/2011 9:02,1.65
50,7/7/2011 15:06,1.65
7,12/1/2010 17:06,1.66
6,12/8/2011 15:31,1.25
12,8/8/2011 13:53,0.85
1,10/30/2011 12:48,6.95
1,10/6/2011 13:29,0.39
1,11/24/2011 19:59,1.65
1,8/31/2011 17:16,2.55
2,7/3/2011 11:26,1.65
24,1/26/2011 14:35,0.55
1,12/19/2010 15:07,4.95
2,3/3/2011 16:22,0.83
